principal component 1,principal component 2,principal component 3,position,diameter,elongation,umap1,umap2,names,colors,position,P60709;P63261,P68032,P62805,P10412,Q9H1E3,P06493,P46013
90.6292803977483,-28.08429231067135,-6.115944626931712,B18,20.75,1.37,11.198925,8.6854315,SC_20-25,green,B18,3.1661121497282245,2.0870228845174306,3.1023378231036167,2.028001043833742,-0.44445068455622255,0.5296728115872437,-0.7252657846548227
92.09631508659703,-25.458872639369226,18.263115407500727,B19,21.46,1.48,11.012805,8.4322405,SC_20-25,green,B19,3.511206851879003,1.1080826282857243,3.6153412883380707,2.011889914689599,-1.5484084190774372,0.1760373863597583,-0.5971640110870641
-33.64066897660942,21.138857748195143,3.4462795876846184,B20,19.36,1.24,14.788731,11.915251,SC_15-20,blue,B20,3.984831527416991,2.6294286729481926,4.275198151652473,3.7221947990032382,-1.480509932745093,1.3543461393669078,0.518315732139541
115.48126155182982,6.298831070910701,7.2907156206033665,B21,19.45,1.36,10.725718,8.652671,SC_15-20,blue,B21,3.06694036470894,1.6904373517309876,2.934563630591292,2.3107220965260797,-4.715573240190363,0.5742820077392425,-0.2869625537049668
53.0298665525989,-18.67070957849515,5.13876041096644,C18,23.19,1.35,12.10641,8.684282,SC_20-25,green,C18,3.034724245810048,-4.715573240190363,3.6017335448879435,2.5913897348799946,0.7727851248039201,0.9825728949849695,0.26391126396754233
64.1995236437921,-0.20837240997720768,-3.2664268662182407,C19,21.63,1.44,11.864745,9.208311,SC_20-25,green,C19,3.4053324889158882,-4.715573240190363,3.5901346390040754,2.97037493983981,-0.9727345713622467,0.2696186817730714,-0.6163105032716534
63.057587352783756,-10.057452658087303,-0.3501668124015645,C20,18.47,1.27,11.753897,9.04176,SC_15-20,blue,C20,3.4033233692069076,2.1444539503470628,3.6467314038797856,2.786418219590514,-1.1402092740652996,0.4156757312561301,-0.5696063034353356
13.280557328176325,47.360605000903654,6.713796140788129,C21,19.23,1.33,13.33537,12.544859,SC_15-20,blue,C21,3.965322405176863,-4.715573240190363,4.331389806795512,3.7675350258135754,-4.715573240190363,0.8453663818410403,-0.7920266408032288
-43.98829354790203,-28.279257689000005,-14.623073912536476,D18,24.94,1.38,14.849054,10.202128,SC_20-25,green,D18,3.8699032070000854,0.21842625546381522,3.913805970903795,2.8863982490038276,-1.1603219014650723,0.7571515434687683,-0.728883807709892
27.296992935891165,-4.121611719987311,-11.810654959820893,D19,22.05,1.24,12.666512,9.429163,SC_20-25,green,D19,3.643771397115912,1.7981248172475015,3.759220743755535,3.3747095059508245,-4.715573240190363,0.9727989902002757,0.32929994698685383
73.89386176831134,-13.849609619781322,2.6342476866666384,D20,18.36,1.48,11.462037,8.859288,SC_15-20,blue,D20,3.276774921466602,2.8757031786139344,3.7161612029091655,2.4494018966035895,-0.7088974745129466,1.3142689362666142,-0.30166688771355354
87.68920487581174,10.45583663941593,-32.60781924079028,D21,19.45,1.31,11.068266,9.218372,SC_15-20,blue,D21,3.2544739263925986,-4.715573240190363,3.585097427814924,2.8176783326452175,-4.715573240190363,0.5910768585924676,0.2743771201563623
13.495912435015526,-12.84016811888394,-22.646822855172985,E18,21.58,1.44,13.038001,9.622053,SC_20-25,green,E18,3.7096220513809195,1.644566165139453,3.8356899221759737,3.0348696140388953,-0.20112512069663768,0.9980537897942329,0.35311697159980454
69.33508028274541,-5.857865365179416,-25.191840366752743,E19,22.47,1.43,11.43586,9.238819,SC_20-25,green,E19,3.343419494333272,0.06051745728786245,3.4220372656388465,2.9538602421946685,-4.715573240190363,0.35231722134288307,0.12617572618437675
98.96526299791685,4.361881218063832,-29.031762655618483,E20,19.07,1.4,10.939267,8.998296,SC_15-20,blue,E20,2.989590962817876,-4.715573240190363,3.179890853054075,2.362220392994885,-0.46352796097411125,0.7747063936059981,-0.07184493065395951
-57.090594241870846,-32.838037087658776,0.6840602554392813,F16,28.75,1.41,14.550318,9.948015,SC_25-30,yellow,F16,4.090806823077909,0.22697943257163455,4.569266695554464,3.4639532785400995,-0.6264790151289177,1.4100354300066351,1.065954924505453
-55.45718211064599,-4.384630378870902,-11.110902604342312,F19,22.61,1.49,15.297592,11.533289,SC_20-25,green,F19,4.1170983305098385,-1.2093946098838364,4.545058750301937,3.7212091605019157,-1.5050969874314268,1.027001186150334,1.0231661469376396
70.38266695589759,-15.889674900553125,-12.904293383596347,F20,19.71,1.32,11.521549,8.620483,SC_15-20,blue,F20,3.2143411908896526,1.8036286839322209,3.584451114442881,2.444814208759168,-0.23055576881743953,1.3853537942665144,0.08684298660571288
15.398359338433712,-0.21470015755069066,-10.452594319280111,G16,26.7,1.48,13.59726,10.837141,SC_25-30,yellow,G16,3.1608601527305256,-0.05406370728500505,4.0590421025838,2.7908163841790823,-4.715573240190363,-0.5714701032533024,-4.715573240190363
-39.1667528094472,10.870100965740901,4.364899494863596,G17,26.29,1.41,15.370983,11.5659275,SC_25-30,yellow,G17,4.116902800703336,1.5250095757852424,4.275514236996369,3.348002067187409,-0.2311620681895006,1.3435924115666384,0.7418940318030908
33.44302929745038,-14.855060904209651,-18.418507286945925,G20,19.6,1.45,12.3958435,9.3009,SC_15-20,blue,G20,3.5993346996515005,2.4044037473862616,3.612137905123722,2.520998948723313,-0.3570878378176896,1.2273286233673462,-0.4008603161730293
-68.7651302255387,-5.555710590324805,-13.529734372167821,H16,25.13,1.38,14.768209,11.420685,SC_25-30,yellow,H16,4.115603521329514,1.5128363752662208,4.525440019101432,3.8320611752985974,-4.715573240190363,0.9796819793016398,0.7615237910295848
-17.422069886807325,3.510406922075842,25.37939809830132,H17,26.8,1.42,15.644417,10.609745,SC_25-30,yellow,H17,4.155810146442209,0.5252373487439372,4.451588524783947,3.4421575812903606,-4.715573240190363,1.4815177105653594,0.4330767720513614
-43.63890892695551,7.657137644775498,-4.3294948458043185,H18,22.78,1.31,15.221373,11.817538,SC_20-25,green,H18,3.921547936010246,1.8250386734084216,4.2248956467925876,3.166131208774226,-0.5050107357408897,1.251275329392647,0.46738599233418504
-42.99080591514757,-0.7006034485561912,1.1327009016560992,H19,24.69,1.44,14.074485,10.922541,SC_20-25,green,H19,3.9204278168247355,0.9125232634929722,3.928875147649386,3.2118371413755518,-2.136578776101825,-0.4769322954271136,-4.715573240190363
104.95076727553383,-11.956185946361312,-3.8981944985927224,H20,19.77,1.22,10.788802,8.833971,SC_15-20,blue,H20,3.2157343538757233,1.554557601610728,3.3605088554370033,1.9561793353577406,-1.242885640058006,0.8639775905731097,0.08114421355193362
-3.47950305817126,18.390202533061363,-0.6997510490104981,H21,19.85,1.39,12.850152,12.035071,SC_15-20,blue,H21,3.8638039176313947,-4.715573240190363,4.0502525438766614,3.4711816825009407,-1.3721000171152054,1.095621569077501,0.4807878323462997
-46.46356096836007,-33.41169816275235,8.551526083624015,I16,25.36,1.44,14.306025,9.82784,SC_25-30,yellow,I16,3.887331310157169,0.2712266561412304,4.292357254205496,3.2720075203913974,-0.2905769127813937,1.1957920711460588,0.857747431198476
-46.45178447034174,4.748334407735566,-4.625328657380875,I17,25.56,1.42,15.331517,11.239484,SC_25-30,yellow,I17,4.1531207570465,1.9150389822594929,3.9583415196831666,2.971850996105321,-1.0176198749366154,0.9585188441349405,-0.884274192586631
55.421051492903835,-25.642854558801147,33.23680230786509,I18,20.66,1.48,12.455591,8.55486,SC_20-25,green,I18,3.6250091100350916,0.9543173022312607,3.6977704310751767,2.3907951466265103,-4.715573240190363,0.7566358886193951,0.2572557893776351
-32.47068779705568,26.2607584015406,7.88691996990875,I19,22.35,1.38,13.521077,11.923738,SC_20-25,green,I19,4.1111964648322274,1.6053234259858649,4.242378924723327,3.477586297203812,-4.715573240190363,1.152769924421166,0.08248388803029269
51.00509925138461,51.01340327916958,8.445557724062526,I20,16.35,1.46,11.998933,10.03137,SC_15-20,blue,I20,3.7902774679658906,1.956387832591829,4.302427748273895,3.3162189832858773,-4.715573240190363,0.7920049898426798,-0.1935567454330135
-32.4217259224545,27.75406638403888,3.172963758386147,I21,19.97,1.44,13.78586,12.41579,SC_15-20,blue,I21,4.1032614554907525,-4.715573240190363,4.419701582773346,3.7188085205609505,-1.3541432226179366,1.1838116841805435,0.4432876645451772
-60.055150133089754,-23.669675154212392,-12.426414810081543,J16,27.47,1.32,14.998517,10.476939,SC_25-30,yellow,J16,3.9766160774027237,1.4945630998398176,4.244562082746844,3.4861632901791686,-1.8283777714215865,0.9595865248377632,0.6068076212079807
-30.839184008188692,-32.30215399340994,11.403619200649022,J17,25.99,1.49,14.579868,9.413486,SC_25-30,yellow,J17,3.963146821188078,0.5885540121304431,4.3677320095091146,3.319883918920984,-1.0125344885192666,1.0163155457391286,0.6924068658044724
-57.412111894058405,-6.920266030391469,-5.90982918533308,J18,22.94,1.24,15.234165,11.068826,SC_20-25,green,J18,4.061791860685994,1.705898394806329,4.561623172566225,3.665642752944496,-1.5813652133699638,1.1649114901191164,0.8694466079317142
-20.46715712029024,29.44241776697648,9.668987079068593,J19,23.67,1.46,13.595283,11.974976,SC_20-25,green,J19,4.114564274750386,1.6643426640003254,4.309893771991087,3.4526963088890494,-1.88280458526022,1.1222524619086078,0.22446466561944442
-18.062477296627737,-16.83688909762138,27.909899911073435,J20,19.99,1.49,14.224397,9.556464,SC_15-20,blue,J20,3.9158455804799477,1.1409650178159452,4.158009625405332,2.8532404620597576,-0.981687930683188,0.8533407524479408,-0.26432668985702934
-5.275255714701472,44.41212705006841,15.20212397941878,J21,19.17,1.44,13.076864,12.224501,SC_15-20,blue,J21,3.9532844783746013,-4.715573240190363,4.276899626981071,3.8169319437750544,-4.715573240190363,1.2988973568252944,0.6551245658442988
-42.58305973657454,-9.186279120892062,-12.055381220787792,K16,27.7,1.42,15.012396,10.644858,SC_25-30,yellow,K16,4.0062963412075625,1.0601942870554073,4.301480818565672,3.4162497507472835,-4.715573240190363,1.0566661309015992,0.8188453438787524
-42.1408356553914,-8.698879426950187,-2.9572486372996036,K17,26.55,1.46,15.342503,10.163875,SC_25-30,yellow,K17,3.998993636108393,2.0301773796838933,4.141032204707987,3.0269097609943594,-0.926678981221428,1.477415721351699,0.6863320848568348
-48.988034410460486,-11.475468634122848,-11.958674509204975,K18,20.92,1.47,14.785694,11.348253,SC_20-25,green,K18,4.210091084166508,1.14365806720413,4.500982122406481,3.615200697173835,-2.4892990662891763,1.066123318183092,0.6462500141230108
-32.611872260629184,0.03855387684229864,5.0632223193490695,K19,20.47,1.47,13.870127,10.615697,SC_20-25,green,K19,3.817345147177943,1.6240092895730696,4.1548268581670555,3.49237788508269,-4.715573240190363,0.4310069613861183,-0.49698345858086784
-36.80248381158726,16.083651120090533,-1.8879562924705533,K20,19.93,1.4,14.103564,12.215901,SC_15-20,blue,K20,4.111382455561773,1.8830966435395218,4.354606484598065,3.5432001887109474,-4.715573240190363,1.0907796576265694,0.5620043807922481
-17.136796511569568,31.495771539110407,13.119356854978932,K21,19.54,1.29,13.475277,12.41995,SC_15-20,blue,K21,3.960656223163669,-4.715573240190363,4.323204024879651,3.9622011469413154,-4.715573240190363,0.9362421244787674,-0.05368834351870811
-62.65162308898809,-23.506057514174415,-9.691178761652566,L16,29.55,1.42,14.612689,10.429363,SC_25-30,yellow,L16,4.314462489677041,0.7710477205507098,4.2728748799553555,3.343629460310176,-1.4244789713572326,0.5568187290311432,-0.45304161837783036
3.2896126271409845,-34.04362765207269,32.93065104853421,L17,26.56,1.34,13.985041,9.183128,SC_25-30,yellow,L17,3.9723737113083395,1.1482132943259107,3.9502186632428127,2.646538245082416,-1.288672611403439,0.8168710526773127,0.38976259485192094
-62.683292237428226,-14.795333155016635,-11.706096130584136,L18,23.97,1.48,14.308011,10.81261,SC_20-25,green,L18,4.122641045949541,1.586117465612856,4.323967532939702,3.3414763271931003,-4.715573240190363,1.1773564981669025,0.6024577602070307
22.661838685637605,20.155202378137314,5.811902142366969,L19,20.91,1.4,12.583878,11.729903,SC_20-25,green,L19,3.48243820295957,1.5960691334503918,3.875545366586781,3.2924691523319507,-4.715573240190363,1.3387581034399054,0.23558027451380573
-7.138244582753789,33.66025062053629,-0.2969434283015028,L20,19.85,1.46,14.288679,12.466714,SC_15-20,blue,L20,3.9718865355627795,1.8910648313082665,4.426002837657843,3.2422298481799263,-1.1575697514513812,0.7816578835905797,-0.06956352882565577
4.088183593781182,53.75643366575168,14.934191207341343,L21,19.46,1.49,12.8658905,12.464231,SC_15-20,blue,L21,4.053298091957547,1.2253839549093095,4.571054363258854,3.92828540279218,-4.715573240190363,0.9396778479498156,-0.11403785578682261
-66.38476808774668,-20.910251333509297,-15.549633428000103,M16,29.37,1.31,14.854972,10.62869,SC_25-30,yellow,M16,4.281848453275044,1.9134328983620907,4.269104493584081,3.409385180689302,-0.9904250739530142,0.8832570483819188,0.8166177155990522
-54.0718442393474,-23.667639368568913,-4.81642652291402,M17,27.15,1.49,15.057899,9.909981,SC_25-30,yellow,M17,3.8369186819410728,1.4848741550857778,4.105350408845667,3.3352898766834627,-0.5105045875645429,0.9101612583893152,-0.642228428150828
-31.127710712123037,21.163105485327026,-2.710504172175321,M18,20.72,1.37,14.160961,11.924051,SC_20-25,green,M18,3.985988695883263,1.5219540018503273,4.2795344629522845,3.452328022551786,-1.924221966796356,0.5388867670916936,-0.8865466633958499
-7.72902693802122,17.91007974324103,5.822156525991903,M19,20.67,1.34,12.957694,11.650966,SC_20-25,green,M19,3.8646448060765892,1.2052945049053059,4.354422877118988,3.827478290181564,-4.715573240190363,1.0166306124893412,0.24155742929680485
31.703674784319798,-17.87898424494017,42.630824520770695,M20,19.57,1.45,13.082663,8.810876,SC_15-20,blue,M20,3.7549919953510495,1.0827351724862226,4.094213813103576,2.503134761234363,-4.715573240190363,1.1748016983959049,0.4941293407206748
50.75164872272545,-10.197168183426912,-3.947244234691243,M21,19.82,1.46,12.128336,9.060158,SC_15-20,blue,M21,3.741512703918396,1.5832410491002809,3.779532362680367,2.9575599111647644,-1.0756174377292766,0.2429080443836567,-0.8298914395834741
-53.07803911972183,7.146422291057413,-10.4825652098327,N16,25.31,1.41,14.064021,11.578929,SC_25-30,yellow,N16,4.191343614840809,1.9859654857295974,4.066713191327489,3.113978588986297,-4.715573240190363,1.1372238635518273,-0.3139216364001047
8.24845576428024,-29.80221740940021,35.604894772406844,N17,29.92,1.34,13.74808,9.079632,SC_25-30,yellow,N17,3.7912408011850576,0.8973925660084937,3.869841818460557,2.721472310826379,-0.9301040249239519,1.0302133966018008,0.1117563989708406
-38.0705362102899,17.492068939033604,-8.38099919777144,N18,20.36,1.38,14.538307,11.6483,SC_20-25,green,N18,4.248742040408677,1.9344984955305513,4.392835371147538,3.5154078176637564,-1.4602605632865482,0.6897773277140276,-0.07386863379781039
-7.780268623311226,35.23690324072408,4.061813644744823,N19,22.94,1.46,13.323267,12.723995,SC_20-25,green,N19,4.121338848696467,1.3464679190843252,4.646718499675766,4.014221290392419,-4.715573240190363,0.5182701252448808,0.42964069288290613
38.76909455895625,21.818784270250507,-3.91746299884392,N20,18.13,1.41,12.330797,9.848462,SC_15-20,blue,N20,3.789822437602062,2.1310582819941684,4.0183018723079815,3.050368262396148,-1.1984979188079203,0.8518815841978558,-0.39047982131949566
95.28566231184689,2.612215180817583,-38.85174769405993,N21,19.65,1.47,10.759446,9.319191,SC_15-20,blue,N21,3.1715928819669936,1.3406736833331154,2.990050543920312,2.6771462474154064,-0.45579945528145815,0.4825707939199077,-0.2540639691960763
-57.04278720183043,2.2839851824926285,-17.055650374068826,O16,26.16,1.43,14.548441,11.0880375,SC_25-30,yellow,O16,4.248650028679873,2.4687388083617523,4.706901997368784,3.769966261377284,-4.715573240190363,1.0942448978850177,1.1079627633666966
-49.114940601608474,-7.239434638441952,-5.21893170731405,O17,25.68,1.29,14.657894,10.966303,SC_25-30,yellow,O17,4.084549980838573,2.1981263082802287,4.499749092262982,3.7155237610563687,-4.715573240190363,1.1290281044138244,0.7822876849615938
24.8453171841342,-10.520701363863814,44.92881517373978,O20,19.48,1.31,13.443431,9.029947,SC_15-20,blue,O20,3.8145194834432377,0.9568716579980362,4.162008320493382,2.707154387030007,-4.715573240190363,1.1408437141364238,0.36635844282958957
